,FIPS,state,county,year,commodity,harvested_area_acre,FIPS_ST,production_bushel&tons,is_chesapeake,harvested_area,conv_factor_production_kg,production_kg,average_yield_multiplier_2030,average_yield_raw,average_yield,yield_nitrogen_content,yield_nitrogen,residue_ratio,residue_nitrogen_content,dry_matter,residue_nitrogen,domestic_crop_nitrogen_area,domestic_crop_nitrogen,fertilizer_nitrogen_application_rate,fertilizer_nitrogen_application_area,fertilizer_nitrogen,biological_nitrogen_fixation_rate,biological_nitrogen_fixation_area,biological_nitrogen_fixation,total_new_input_nitrogen,crop_processing_ratio,domestic_crop_processing_nitrogen,nitrogen_waste2,nitrogen_recycling_rate1,nitrogen_recycling1,nitrogen_loss2,export_crop_processing_nitrogen,import_crop_processing_nitrogen,selfloop_crop_processing_nitrogen,processed_crop_nitrogen,diet_composition_broiler_ratio,diet_composition_layer_ratio,diet_composition_pig_ratio,diet_composition_cowbeef_ratio,diet_composition_cowmilk_ratio,nitrogen_content_diet_broiler,nitrogen_content_diet_layer,nitrogen_content_diet_pig,nitrogen_content_diet_cowbeef,nitrogen_content_diet_cowmilk,feed-crop_ratio,feed_nitrogen,recycled_nitrogen_crop_share,nitrogen_recycling1_total,nitrogen_recycling1_from_crop,nitrogen_recycling2_total,nitrogen_recycling2_from_manure,recycled_manure_appl_rate,limit_recycled_manure_appl_rate,nitrogen_recycling2_from_manure_limit,excess_recycled_nitrogen_manure,total_recycled_nitrogen_input,total_nitrogen_input,nitrogen_loss1,category,nitrogen_in_harvest,nue
0,10001,DELAWARE,KENT,2017.0,alfalfa_hay,1045.0,10,2869.0,True,422.89687,1000.0,2869000.0,0.97,2.663090909090909,6580.635132154088,2.59,170.43844992279085,0.0,0.0,87.0,0.0,170.43844992279085,72077.88699999999,0.0,0.0,0.0,75.0,223.8993681818182,72077.88699999999,72077.88699999999,1.0,72077.88699999999,0.0,0.0,0.0,0.0,72077.88699999999,2213897.312492567,0.0,2213897.312492567,0,0,0,0,40,0.0,0.0,0.0,0.0,103.6,1.0850779830963466,2402251.230621857,0.0,1514479.4540430543,0.0,2065947.519724289,0.0,0.0,0.0,0.0,0.0,0.0,72077.88699999999,0.0,6,72077.88699999999,1.0
1,10001,DELAWARE,KENT,2017.0,corn_grain,55961.0,10,9645738.0,True,22646.633246,25.454545454545453,245527876.36363634,1.14,196.4965122138632,12359.531591919233,1.2,148.31437910303077,0.845,0.8,84.5,83.550433561374,231.86481266440478,5250957.375063271,1.0,220.27259019174065,4988432.564218808,0.0,0.0,0.0,4988432.564218808,0.6396588486140725,3358821.3486545444,1892136.0264087268,0.35,662247.6092430543,1229888.4171656724,3284835.55519406,1449238.024367462,73985.79346048491,1523223.8178279467,40,60,40,40,10,48.0,72.0,48.0,48.0,12.0,1.0850779830963466,1652816.6280530654,0.3277641119466273,1514479.4540430543,496392.0133158346,2065947.519724289,677143.4541307689,26.620603618371575,257.6,677143.4541307689,0.0,1173535.4674466036,4988432.564218808,911010.6566021405,7,3358821.3486545444,0.6733219915102808
2,10001,DELAWARE,KENT,2017.0,corn_silage,721.0,10,12753.0,True,291.77860599999997,1000.0,12753000.0,1.07,18.92608876560333,46767.34249665996,0.37,173.03916723764186,0.0,0.0,35.0,0.0,173.03916723764186,50489.12700000001,7.0,148.5130185436893,43332.92152352981,0.0,0.0,0.0,43332.92152352981,1.0,50489.12700000001,0.0,0.0,0.0,0.0,50489.12700000001,450995.4976273899,0.0,450995.4976273899,0,0,0,10,40,0.0,0.0,0.0,3.7,14.8,1.0850779830963466,489365.2849510614,0.008934573937442047,1514479.4540430543,13531.228658884533,2065947.519724289,18458.36086585167,56.322321643375425,312.8,18458.36086585167,0.0,31989.589524736206,43332.92152352981,24833.384048266016,6,50489.12700000001,1.1651447727239985
3,10001,DELAWARE,KENT,2017.0,other_hay,2530.0,10,8514.0,True,1023.85558,1000.0,8514000.0,1.01,3.3988695652173915,8398.78217980704,1.65,138.57990596681614,0.0,0.0,87.0,0.0,138.57990596681614,141885.81,50.0,190.5066391304348,195051.28550074203,0.0,0.0,0.0,195051.28550074203,1.0,141885.81,0.0,0.0,0.0,0.0,141885.81,598046.5339312503,0.0,598046.5339312503,0,0,0,40,0,0.0,0.0,0.0,66.0,0.0,1.0850779830963466,648927.126835882,-0.0,1514479.4540430543,-0.0,2065947.519724289,-0.0,-0.0,0.0,0.0,-0.0,0.0,195051.28550074203,53165.47550074203,6,141885.81,0.7274282229709285
4,10001,DELAWARE,KENT,2017.0,soybean,67556.0,10,3603160.0,True,27338.967416,27.27272727272727,98267999.99999999,1.17,62.403001953934506,4205.482901037157,4.8,201.86317924978354,0.87,2.0,87.0,73.17540247804652,275.0385817278301,7519270.824,0.0,0.0,0.0,5.3,370.75495550891105,7519270.824,7519270.824,0.7339449541284403,5518730.88,2000539.9440000001,0.35,700188.9804,1300350.9636000001,5518730.879999999,5459193.947600996,0.0,5459193.947600996,20,40,20,10,10,96.0,192.0,96.0,48.0,48.0,1.0850779830963466,5923651.157994672,0.0,1514479.4540430543,0.0,2065947.519724289,0.0,0.0,0.0,0.0,0.0,0.0,7519270.824,0.0,6,5518730.88,0.7339449541284403
5,10001,DELAWARE,KENT,2017.0,wheat_grain,18932.0,10,1489740.0,True,7661.515351999999,27.27272727272727,40629272.72727273,1.08,84.98411155715192,5727.276201828663,2.3,131.72735264205923,1.32,0.75,88.0,56.70003439810376,188.42738704016298,1443639.3185454544,1.25,119.08398631945911,912363.7893638939,0.0,0.0,0.0,912363.7893638939,0.6990881458966566,1009231.1345454545,434408.1839999999,0.35,152042.86439999996,282365.31959999993,987000.4891721061,464069.1692693392,22230.64537334836,486299.81464268756,40,0,40,0,0,92.0,0.0,92.0,0.0,0.0,1.0850779830963466,527673.2220526147,0.6633013141159307,1514479.4540430543,1004556.2120683353,2065947.519724289,1370345.7047276685,159.24152495250743,663.6,1370345.7047276685,0.0,2374901.916796004,912363.7893638939,1843626.3876144437,7,1009231.1345454545,1.1061718431954617
6,10003,DELAWARE,NEW CASTLE,2017.0,alfalfa_hay,555.0,10,2686.0,True,224.60073,1000.0,2686000.0,0.97,4.694450450450451,11600.229438256945,2.59,300.44594245085483,0.0,0.0,87.0,0.0,300.44594245085483,67480.37799999998,0.0,0.0,0.0,75.0,394.6859216216217,67480.37799999998,67480.37799999998,1.0,67480.37799999998,0.0,0.0,0.0,0.0,30874.36327328029,1832931.7197556745,36606.014726719695,1869537.734482394,0,0,0,0,40,0.0,0.0,0.0,0.0,103.6,0.0449462077581253,84028.63142570057,0.0,529345.7251281816,0.0,99128.8476852222,0.0,0.0,0.0,0.0,0.0,0.0,67480.37799999998,0.0,7,67480.37799999998,1.0
7,10003,DELAWARE,NEW CASTLE,2017.0,corn_grain,20112.0,10,3600600.0,True,8139.044832,25.454545454545453,91651636.36363636,1.14,204.0912887828162,12837.239210644693,1.2,154.04687052773633,0.845,0.8,84.5,86.77973706395812,240.82660759169445,1960098.5559272727,1.0,228.78633472553696,1862102.2352801037,0.0,0.0,0.0,1862102.2352801037,0.6396588486140725,1253794.3854545455,706304.1704727272,0.35,247206.4596654545,459097.7108072727,1068903.7502418214,190339.7633118253,184890.6352127241,375230.39852454944,40,60,40,40,10,48.0,72.0,48.0,48.0,12.0,0.0449462077581253,16865.183449248554,0.34153493202400825,529345.7251281816,180790.05624885287,99128.8476852222,33855.964255790626,3.703416933310431,257.6,33855.964255790626,0.0,214646.0205046435,1862102.2352801037,116649.69985747454,7,1253794.3854545455,0.6733219915102812
8,10003,DELAWARE,NEW CASTLE,2017.0,corn_silage,562.0,10,8445.0,True,227.43353199999999,1000.0,8445000.0,1.07,16.07855871886121,39730.948732748875,0.37,147.00451031117083,0.0,0.0,35.0,0.0,147.00451031117083,33433.755,7.0,126.1684502669039,28694.936271168295,0.0,0.0,0.0,28694.936271168295,1.0,33433.755,0.0,0.0,0.0,0.0,15296.978589240438,842553.8507394366,18136.776410759554,860690.6271501961,0,0,0,10,40,0.0,0.0,0.0,3.7,14.8,0.0449462077581253,38684.77974336388,0.016515641829583223,529345.7251281816,8742.48440023806,99128.8476852222,1637.1765433484397,6.408876148339089,312.8,1637.1765433484397,0.0,10379.6609435865,28694.936271168295,5640.842214754797,7,33433.755,1.1651447727239983
9,10003,DELAWARE,NEW CASTLE,2017.0,other_hay,3804.0,10,11792.0,True,1539.425544,1000.0,11792000.0,1.01,3.130893796004206,7736.600218451358,1.65,127.65390360444741,0.0,0.0,87.0,0.0,127.65390360444741,196513.68,50.0,175.48659726603574,270148.55046097597,0.0,0.0,0.0,270148.55046097597,1.0,196513.68,0.0,0.0,0.0,0.0,89911.09600022035,1362348.5000728471,106602.58399977963,1468951.0840726267,0,0,0,40,0,0.0,0.0,0.0,66.0,0.0,0.0449462077581253,66023.78061125167,-0.0,529345.7251281816,-0.0,99128.8476852222,-0.0,-0.0,0.0,0.0,-0.0,0.0,270148.55046097597,73634.87046097597,7,196513.68,0.7274282229709287
10,10003,DELAWARE,NEW CASTLE,2017.0,soybean,21669.0,10,1180621.0,True,8769.140934,27.27272727272727,32198754.545454543,1.17,63.74666897411047,4296.035735053203,4.8,206.20971528255373,0.87,2.0,87.0,74.75102178992573,280.96073707247945,2463784.3003090904,0.0,0.0,0.0,5.3,378.7380843758825,2463784.3003090904,2463784.3003090904,0.7339449541284404,1808282.055272727,655502.2450363634,0.35,229425.78576272717,426076.4592736362,858620.2419357798,2435614.7477804297,949661.8133369471,3385276.5611173767,20,40,20,10,10,96.0,192.0,96.0,48.0,48.0,0.0449462077581253,152155.34363469356,0.0,529345.7251281816,0.0,99128.8476852222,0.0,0.0,0.0,0.0,0.0,0.0,2463784.3003090904,0.0,7,1808282.055272727,0.7339449541284404
11,10003,DELAWARE,NEW CASTLE,2017.0,wheat_grain,6946.0,10,516495.0,True,2810.9489559999997,27.27272727272727,14086227.272727272,1.08,80.30731356176217,5412.0959479085805,2.3,124.47820680189734,1.32,0.75,88.0,53.579749884294955,178.0579566861923,500511.8274545455,1.25,112.53062312841924,316317.83760085946,0.0,0.0,0.0,316317.83760085946,0.6990881458966565,349901.88545454544,150609.94200000004,0.35,52713.47970000001,97896.46230000003,298303.64684832696,82517.31746112513,51598.238606218496,134115.55606734363,40,0,40,0,0,92.0,0.0,92.0,0.0,0.0,0.0449462077581253,6027.985646599329,0.6419494261464085,529345.7251281816,339813.1844790907,99128.8476852222,63635.70688608312,20.155277159427424,663.6,63635.70688608312,0.0,403448.8913651738,316317.83760085946,219254.90151148784,7,349901.8854545454,1.1061718431954615
12,10005,DELAWARE,SUSSEX,2017.0,alfalfa_hay,880.0,10,2663.0,True,356.12368,1000.0,2663000.0,0.97,2.9353522727272727,7253.407018595338,2.59,187.86324178161925,0.0,0.0,87.0,0.0,187.86324178161925,66902.549,0.0,0.0,0.0,75.0,246.78974232954545,66902.549,66902.549,1.0,66902.549,0.0,0.0,0.0,0.0,36895.69144574964,3826787.4108178294,30006.857554250364,3856794.26837208,0,0,0,0,40,0.0,0.0,0.0,0.0,103.6,0.7918864461529747,3054143.1067243284,0.0,2401889.3003791627,0.0,7869875.196207394,0.0,0.0,0.0,0.0,0.0,0.0,66902.549,0.0,7,66902.549,1.0
13,10005,DELAWARE,SUSSEX,2017.0,corn_grain,111890.0,10,19497489.0,True,45280.31654,25.454545454545453,496299720.0,1.14,198.65168880150145,12495.091113159431,1.2,149.94109335791316,0.845,0.8,84.5,84.46681592495776,234.40790928287092,10614064.331807999,1.0,222.6885431464831,10083407.723504202,0.0,0.0,0.0,10083407.723504202,0.6396588486140725,6789380.1696,3824684.1622079993,0.35,1338639.4567727996,2486044.7054351997,1352351.1874233475,12806669.752310283,5437028.982176652,18243698.734486938,40,60,40,40,10,48.0,72.0,48.0,48.0,12.0,0.7918864461529747,14446937.755538382,0.4541996346484129,2401889.3003791627,1090937.2426981477,7869875.196207394,3574494.438846005,70.28231088981332,257.6,3574494.438846005,0.0,4665431.681544153,10083407.723504202,4134775.0732403565,7,6789380.1696,0.6733219915102812
14,10005,DELAWARE,SUSSEX,2017.0,corn_silage,1081.0,10,18044.0,True,437.46556599999997,1000.0,18044000.0,1.07,17.860388529139687,44133.94219009228,0.37,163.29558610334144,0.0,0.0,35.0,0.0,163.29558610334144,71436.196,7.0,140.15046878815912,61311.004153577356,0.0,0.0,0.0,61311.004153577356,1.0,71436.196,0.0,0.0,0.0,0.0,39395.925642146976,3153306.472469715,32040.270357853024,3185346.7428275677,0,0,0,10,40,0.0,0.0,0.0,3.7,14.8,0.7918864461529747,2522432.9119426757,0.008666354786554253,2401889.3003791627,20815.624835114402,7869875.196207394,68203.13057623654,138.80378100621684,312.8,68203.13057623654,0.0,89018.75541135094,61311.004153577356,78893.5635649283,7,71436.196,1.165144772723998
15,10005,DELAWARE,SUSSEX,2017.0,other_hay,1369.0,10,4669.0,True,554.015134,1000.0,4669000.0,1.01,3.4446238130021913,8511.843288382082,1.65,140.44541425830437,0.0,0.0,87.0,0.0,140.44541425830437,77808.88500000001,50.0,193.07116471877282,106964.347193207,0.0,0.0,0.0,106964.347193207,1.0,77808.88500000001,0.0,0.0,0.0,0.0,42910.36224490965,1619478.1573011817,34898.522755090366,1654376.680056272,0,0,0,40,0,0.0,0.0,0.0,66.0,0.0,0.7918864461529747,1310078.469768118,-0.0,2401889.3003791627,-0.0,7869875.196207394,-0.0,-0.0,0.0,0.0,-0.0,0.0,106964.347193207,29155.462193206986,7,77808.88500000001,0.7274282229709287
16,10005,DELAWARE,SUSSEX,2017.0,soybean,89117.0,10,4547269.0,True,36064.402261999996,27.27272727272727,124016427.27272727,1.17,59.70022251646711,4023.336331903598,4.8,193.1201439313727,0.87,2.0,87.0,70.0060521751226,263.1261961064953,9489488.982054543,0.0,0.0,0.0,5.3,354.696932037086,9489488.982054543,9489488.982054543,0.7339449541284404,6964762.555636362,2524726.4264181806,0.35,883654.2492463632,1641072.1771718175,6422174.166318323,8903074.003445553,542588.3893180387,9445662.392763592,20,40,20,10,10,96.0,192.0,96.0,48.0,48.0,0.7918864461529747,7479892.023766364,0.0,2401889.3003791627,0.0,7869875.196207394,0.0,0.0,0.0,0.0,0.0,0.0,9489488.982054543,0.0,7,6964762.555636362,0.7339449541284404
17,10005,DELAWARE,SUSSEX,2017.0,wheat_grain,22695.0,10,1759706.0,True,9184.34877,27.27272727272727,47991981.81818181,1.08,83.74014011896894,5643.442084096329,2.3,129.79916793421557,1.32,0.75,88.0,55.87007663255366,185.66924456676924,1705251.0979636363,1.25,117.34087134170522,1077699.4873779188,0.0,0.0,0.0,1077699.4873779188,0.6990881458966566,1192120.8283636363,513130.2696,0.35,179595.59436,333534.67524,237454.07938831768,3500004.8900430542,954666.7489753185,4454671.639018373,40,0,40,0,0,92.0,0.0,92.0,0.0,0.0,0.7918864461529747,3527594.093000706,0.5371340105650328,2401889.3003791627,1290136.4328459005,7869875.196207394,4227177.626785153,409.772671466285,663.6,4227177.626785153,0.0,5517314.059631053,1077699.4873779188,4889762.449045336,7,1192120.8283636363,1.1061718431954615
18,24001,MARYLAND,ALLEGANY,2017.0,alfalfa_hay,717.0,24,2467.0,True,290.159862,1000.0,2467000.0,0.97,3.337503486750349,8247.143431574972,2.59,213.60101487779175,0.0,0.0,87.0,0.0,213.60101487779175,61978.441,0.0,0.0,0.0,75.0,280.6006056485356,61978.441,61978.441,1.0,61978.441,0.0,0.0,0.0,0.0,37251.60343745856,1025506.8174960348,24726.83756254143,1050233.6550585763,0,0,0,0,40,0.0,0.0,0.0,0.0,103.6,0.0074116242185526,7783.9371929711615,0.0,28790.618447760353,0.0,26859.106448811486,0.0,0.0,0.0,0.0,0.0,0.0,61978.441,0.0,7,61978.441,1.0
19,24001,MARYLAND,ALLEGANY,2017.0,corn_grain,667.0,24,106200.0,True,269.925562,25.454545454545453,2703272.727272727,1.14,181.5112443778111,11416.965797003355,1.2,137.00358956404025,0.845,0.8,84.5,77.17868878774269,214.18227835178294,57813.27185454545,1.0,203.47410494752623,54922.862130408,0.0,0.0,0.0,54922.862130408,0.6396588486140725,36980.770909090905,20832.500945454543,0.35,7291.37533090909,13541.125614545454,36980.770909090905,2092885.0641866461,0.0,2092885.0641866461,40,60,40,40,10,48.0,72.0,48.0,48.0,12.0,0.0074116242185526,15511.67762837276,0.14482944703345138,28790.618447760353,4169.729349540216,26859.106448811486,3889.9895347939755,12.830550189725257,257.6,3889.9895347939755,0.0,8059.718884334192,54922.862130408,5169.309160196746,6,36980.770909090905,0.6733219915102809
20,24001,MARYLAND,ALLEGANY,2017.0,corn_silage,179.0,24,3090.0,True,72.438794,1000.0,3090000.0,1.07,18.470949720670394,45642.670417732246,0.37,168.8778805456093,0.0,0.0,35.0,0.0,168.8778805456093,12233.31,7.0,144.94154245810057,10499.390536164601,0.0,0.0,0.0,10499.390536164601,1.0,12233.31,0.0,0.0,0.0,0.0,7352.724681272578,268568.547787772,4880.585318727422,273449.13310649944,0,0,0,10,40,0.0,0.0,0.0,3.7,14.8,0.0074116242185526,2026.702217474345,0.08688131480140206,28790.618447760353,2501.3667846869207,26859.106448811486,2333.5544826635587,28.680557887485083,312.8,2333.5544826635587,0.0,4834.921267350479,10499.390536164601,3101.0018035150806,7,12233.31,1.165144772723998
21,24001,MARYLAND,ALLEGANY,2017.0,other_hay,6029.0,24,16231.0,True,2439.851894,1000.0,16231000.0,1.01,2.719076132028529,6718.977508558558,1.65,110.8631288912162,0.0,0.0,87.0,0.0,110.8631288912162,270489.615,50.0,152.40421720019904,371843.717989493,0.0,0.0,0.0,371843.717989493,1.0,270489.615,0.0,0.0,0.0,0.0,162575.43283366621,1446310.1963025415,107914.18216633378,1554224.3784688753,0,0,0,40,0,0.0,0.0,0.0,66.0,0.0,0.0074116242185526,11519.327044524778,-0.0,28790.618447760353,-0.0,26859.106448811486,-0.0,-0.0,0.0,0.0,-0.0,0.0,371843.717989493,101354.102989493,7,270489.615,0.7274282229709286
22,24001,MARYLAND,ALLEGANY,2017.0,soybean,1862.6236746507573,24,88053.79309660125,True,753.7777243997164,27.27272727272727,2401467.0844527613,1.17,55.310656320493884,3727.513294515695,4.8,178.92063813675338,0.87,2.0,87.0,64.8587313245731,243.7793694613265,183755.4583681564,0.0,0.0,0.0,5.3,328.6172023969503,183755.4583681564,183755.4583681564,0.7339449541284403,134866.39146286706,48889.066905289335,0.35,17111.173416851267,31777.89348843807,134866.39146286706,538383.315189039,0.0,538383.315189039,20,40,20,10,10,96.0,192.0,96.0,48.0,48.0,0.0074116242185526,3990.294817719719,0.0,28790.618447760353,0.0,26859.106448811486,0.0,0.0,0.0,0.0,0.0,0.0,183755.4583681564,0.0,6,134866.39146286706,0.7339449541284403
23,24001,MARYLAND,ALLEGANY,2017.0,wheat_grain,662.0,24,42995.0,True,267.902132,27.27272727272727,1172590.909090909,1.08,70.14290030211481,4727.092585504999,2.3,108.72312946661498,1.32,0.75,88.0,46.79821659649949,155.52134606311446,41664.50018181817,1.25,98.28773904833838,26331.494840509502,0.0,0.0,0.0,26331.494840509502,0.6990881458966566,29127.158181818177,12537.341999999993,0.35,4388.069699999997,8149.272299999996,0.0,15171.167355202562,29127.158181818177,44298.32553702074,40,0,40,0,0,92.0,0.0,92.0,0.0,0.0,0.0074116242185526,328.32254239151,0.7682892381651466,28790.618447760353,22119.522313533216,26859.106448811486,20635.562431353952,68.57739780812493,663.6,20635.562431353952,0.0,42755.084744887165,26331.494840509502,27422.0794035785,4,29127.158181818173,1.1061718431954612
24,24003,MARYLAND,ANNE ARUNDEL,2017.0,alfalfa_hay,522.0,24,1140.0,True,211.246092,1000.0,1140000.0,0.97,2.118390804597701,5234.6530510017665,2.59,135.57751402094576,0.0,0.0,87.0,0.0,135.57751402094576,28640.219999999998,0.0,0.0,0.0,75.0,178.10370689655173,28640.219999999998,28640.219999999998,1.0,28640.219999999998,0.0,0.0,0.0,0.0,28640.219999999998,2484.596338739192,0.0,2484.596338739192,0,0,0,0,40,0.0,0.0,0.0,0.0,103.6,0.0700736365217981,174.1047007442005,0.0,77613.04503654543,0.0,15852.91345669925,0.0,0.0,0.0,0.0,0.0,0.0,28640.219999999998,0.0,6,28640.219999999998,1.0
25,24003,MARYLAND,ANNE ARUNDEL,2017.0,corn_grain,3359.0,24,515010.0,True,1359.340274,25.454545454545453,13109345.454545453,1.14,174.78755582018456,10994.049175197038,1.2,131.92859010236444,0.845,0.8,84.5,74.31977242433199,206.24836252669644,280361.70562909084,1.0,195.9368500744269,266344.85146686836,0.0,0.0,0.0,266344.85146686836,0.6396588486140724,179335.84581818176,101025.85981090908,0.35,35359.05093381817,65666.80887709091,179335.84581818176,90369.10424979017,0.0,90369.10424979017,40,60,40,40,10,48.0,72.0,48.0,48.0,12.0,0.0700736365217981,6332.491764000276,0.3302979839786965,77613.04503654543,25635.43230601873,15852.91345669925,5236.1853549365105,3.429475373879227,257.6,5236.1853549365105,0.0,30871.617660955242,266344.85146686836,16854.763498732762,6,179335.84581818176,0.6733219915102808
26,24003,MARYLAND,ANNE ARUNDEL,2017.0,corn_silage,39.38341179970947,24,1131.5048038328723,True,15.937915387577226,1000.0,1131504.8038328723,1.07,30.741626608137203,75964.14654358491,0.37,281.06734221126413,0.0,0.0,35.0,0.0,281.06734221126413,4479.627518374341,7.0,241.22954399405262,3844.6960611610484,0.0,0.0,0.0,3844.6960611610484,1.0,4479.627518374341,0.0,0.0,0.0,0.0,4479.627518374341,534.1962867757912,0.0,534.1962867757912,0,0,0,10,40,0.0,0.0,0.0,3.7,14.8,0.0700736365217981,37.43307643082102,0.014961743758982966,77613.04503654543,1161.2264921911974,15852.91345669925,237.1872289724671,13.249535271174171,312.8,237.1872289724671,0.0,1398.4137211636644,3844.6960611610484,763.4822639503718,6,4479.627518374341,1.1651447727239983
27,24003,MARYLAND,ANNE ARUNDEL,2017.0,other_hay,2894.0,24,8604.0,True,1171.161284,1000.0,8604000.0,1.01,3.002778161713891,7420.01987149022,1.65,122.43032787958862,0.0,0.0,87.0,0.0,122.43032787958862,143385.66,50.0,168.30571596406358,197113.138413012,0.0,0.0,0.0,197113.138413012,1.0,143385.66,0.0,0.0,0.0,0.0,143385.66,6553.007930624243,0.0,6553.007930624243,0,0,0,40,0,0.0,0.0,0.0,66.0,0.0,0.0700736365217981,459.19309585502356,-0.0,77613.04503654543,-0.0,15852.91345669925,-0.0,-0.0,0.0,0.0,-0.0,0.0,197113.138413012,53727.478413011995,6,143385.66,0.7274282229709286
